"language"	"definition"	"uralex_mng"	"mng_item"	"lgid3"	"item"	"item_UPA"	"item_IPA"	"form_set"	"cogn_set"	"borr_source"	"borr_qual"	"etym_notes"	"ref_borr"	"glossing_notes"	"general_notes"	"ref_abbr"
"South Saami"	"A pronoun for 'other', referring to a different entity than the one already mentioned."	"other"	158	101	"mubpie"			2	"b"							"NSsNdb"
"Ume Saami"	"A pronoun for 'other', referring to a different entity than the one already mentioned."	"other"	158	102	"jietjaa"			3	"c"						"Not as attr."	"WbWlap"
"Ume Saami"	"A pronoun for 'other', referring to a different entity than the one already mentioned."	"other"	158	102	"mübˈbee"			2	"b"						"Attr."	"WbWlap"
"Pite Saami"	"A pronoun for 'other', referring to a different entity than the one already mentioned."	"other"	158	104	"ehtja"			3	"c"							"EZ"
"Pite Saami"	"A pronoun for 'other', referring to a different entity than the one already mentioned."	"other"	158	104	"nubbe"			2	"b"							"EZ"
"North Saami"	"A pronoun for 'other', referring to a different entity than the one already mentioned."	"other"	158	105	"eará"			4	"d"	"Finnic"	"possible"		"Sammalahti 1998"			"SSSg"
"North Saami"	"A pronoun for 'other', referring to a different entity than the one already mentioned."	"other"	158	105	"iežá"			3	"c"							"SSSg"
"North Saami"	"A pronoun for 'other', referring to a different entity than the one already mentioned."	"other"	158	105	"nubbi"			2	"b"			"m- > n- through dissimilation with earier following -mp-"				"SSSg"
"Inari Saami"	"A pronoun for 'other', referring to a different entity than the one already mentioned."	"other"	158	106	"eres"			4	"d"							"InsSSk"
"Inari Saami"	"A pronoun for 'other', referring to a different entity than the one already mentioned."	"other"	158	106	"nubbe"			2	"b"			"m- > n- through dissimilation with earier following -mp-"				"InsSSk"
"Skolt Saami"	"A pronoun for 'other', referring to a different entity than the one already mentioned."	"other"	158	107	"jeeʹres"			4	"d"							"SKosSk"
"Skolt Saami"	"A pronoun for 'other', referring to a different entity than the one already mentioned."	"other"	158	107	"nuʹbb"			2	"b"			"m- > n- through dissimilation with earier following -mp-"				"SKosSk"
"Kildin Saami"	"A pronoun for 'other', referring to a different entity than the one already mentioned."	"other"	158	108	"mudta"		"mudːa"	2	"n"	"Finnic"	"probable"	"Cf. Finnish “muutoin” 'otherwise'"	"Rießler2009"			"WOLD"
"Standard Finnish"	"A pronoun for 'other', referring to a different entity than the one already mentioned."	"other"	158	203	"muu"		"muː"	2	"b"							"JL"
"Standard Finnish"	"A pronoun for 'other', referring to a different entity than the one already mentioned."	"other"	158	203	"toinen"		"t̪o̞ine̞n"	1	"a"							"JL"
"Karelian Proper"	"A pronoun for 'other', referring to a different entity than the one already mentioned."	"other"	158	204	"muu"			2	"b"							"KKSV"
"Karelian Proper"	"A pronoun for 'other', referring to a different entity than the one already mentioned."	"other"	158	204	"toine"			1	"a"							"KKSV"
"Veps"	"A pronoun for 'other', referring to a different entity than the one already mentioned."	"other"	158	207	"toińe"			1	"a"							"VVS"
"Ingrian"	"A pronoun for 'other', referring to a different entity than the one already mentioned."	"other"	158	208	"toin"	"toin"	"toin "	1	"a"							"InkmSk"
"Western Votic"	"A pronoun for 'other', referring to a different entity than the one already mentioned."	"other"	158	209	"mū"	"mū"	"muː"	2	"b"							"VKJMS"
"Western Votic"	"A pronoun for 'other', referring to a different entity than the one already mentioned."	"other"	158	209	"te̮in"	"te̮in"	"tɤin "	1	"a"							"VKJMS"
"Standard Estonian"	"A pronoun for 'other', referring to a different entity than the one already mentioned."	"other"	158	210	"muu"		"muː"	2	"b"							"SVSk"
"Standard Estonian"	"A pronoun for 'other', referring to a different entity than the one already mentioned."	"other"	158	210	"teine"		"teine"	1	"a"							"SVSk"
"Võro South Estonian"	"A pronoun for 'other', referring to a different entity than the one already mentioned."	"other"	158	211	"tõõnõ ~ tõnõ"			1	"a"							"VESr"
"Courland Livonian"	"A pronoun for 'other', referring to a different entity than the one already mentioned."	"other"	158	212	"mū"			2	"b"							"LivWb"
"Courland Livonian"	"A pronoun for 'other', referring to a different entity than the one already mentioned."	"other"	158	212	"tu̯oì"			1	"a"							"LivWb"
"Erzya"	"A pronoun for 'other', referring to a different entity than the one already mentioned."	"other"	158	301	"lʹija"	"lʹija"	"ʎijɑ "	12	"l"	"Baltic"	"possible"		"Grünthal2012,vanPareren2009"			"MordWb"
"Erzya"	"A pronoun for 'other', referring to a different entity than the one already mentioned."	"other"	158	301	"ombo"	"ombo"	"ombo "	5	"e"							"MordWb"
"Meadow Mari"	"A pronoun for 'other', referring to a different entity than the one already mentioned."	"other"	158	401	"molo"	"molo"	"molo "	2	"b"							"SMSk, TscherWb"
"Meadow Mari"	"A pronoun for 'other', referring to a different entity than the one already mentioned."	"other"	158	401	"βes(e)"	"βes, βese"	"βes, βese "	6	"f"							"SMSk, TscherWb"
"Komi-Zyrian"	"A pronoun for 'other', referring to a different entity than the one already mentioned."	"other"	158	501	"me̮d, muke̮d"	"me̮d, muke̮d"	"mɤd, mukɤd"	2	"b"							"SyrjWsch"
"Komi-Permyak"	"A pronoun for 'other', referring to a different entity than the one already mentioned."	"other"	158	503	"me̮d, me̮dik"	"me̮d, me̮dik"	"mɤd, mɤdik"	2	"b"							"KoPRSl"
"Udmurt"	"A pronoun for 'other', referring to a different entity than the one already mentioned."	"other"	158	504	"muket"	"muket"	"muket"	2	"b"							"WotjWsch"
"Hungarian"	"A pronoun for 'other', referring to a different entity than the one already mentioned."	"other"	158	601	"más, másik"		"maːʃ, maːʃik"	2	"b"							"FMSz"
"Hungarian"	"A pronoun for 'other', referring to a different entity than the one already mentioned."	"other"	158	601	"többi"		"tøbːi"	7	"g"							"FMSz"
"Sosva Mansi"	"A pronoun for 'other', referring to a different entity than the one already mentioned."	"other"	158	701	"mōt"	"mōt"	"moːt "	2	"b"							"WogWb"
"Vakh-Vasyugan Khanty"	"A pronoun for 'other', referring to a different entity than the one already mentioned."	"other"	158	807	"pä"	"pä"	"pæ"	8	"h"							"DEWbOstj"
"Vakh-Vasyugan Khanty"	"A pronoun for 'other', referring to a different entity than the one already mentioned."	"other"	158	807	"perǝɣ"	"perəɣ"	"perəɣ"	13	"m"							"DEWbOstj"
"Nganasan"	"A pronoun for 'other', referring to a different entity than the one already mentioned."	"other"	158	901	"hunsə̄"	"hunsə̄"	"hunsəː"	11	"k"							"SlNgaRus"
"Nganasan"	"A pronoun for 'other', referring to a different entity than the one already mentioned."	"other"	158	901	"ŋamiaj"	"ŋamiaj"	"ŋɑmiɑj"	10	"j"							"SlNgaRus"
"Tundra Nenets"	"A pronoun for 'other', referring to a different entity than the one already mentioned."	"other"	158	902	"nyabyi"			10	"j"							"JurSWb"
"Tundra Nenets"	"A pronoun for 'other', referring to a different entity than the one already mentioned."	"other"	158	902	"ŋanyi"			9	"i"							"JurSWb"
"Selkup"	"A pronoun for 'other', referring to a different entity than the one already mentioned."	"other"	158	907	"āmə"	"āmə"	"ɑːmə "	5	"e"							"SolkWb"
"Proto-Uralic*"	"A generic verb for 'play', i.e. engage in recreational activity or participate in a game or a sport."	"play"	159	0	"[Not reconstructable]"			"?"	"?"							"UEW, Sam88"
"South Saami"	"A generic verb for 'play', i.e. engage in recreational activity or participate in a game or a sport."	"play"	159	101	"spealadidh"			2	"b"	"North Germanic"	"clear"		"SSA"			"NSsNdb"
"South Saami"	"A generic verb for 'play', i.e. engage in recreational activity or participate in a game or a sport."	"play"	159	101	"stååkedidh"			7	"g"	"North Germanic"	"clear"		"Lagercrantz1939"			"NSsNdb"
"Ume Saami"	"A generic verb for 'play', i.e. engage in recreational activity or participate in a game or a sport."	"play"	159	102	"stååhkat"			7	"g"	"North Germanic"	"clear"		"Schlachter1958"			"WbWlap"
"Pite Saami"	"A generic verb for 'play', i.e. engage in recreational activity or participate in a game or a sport."	"play"	159	104	"spiellat ~ spellat"			2	"b"	"North Germanic"	"clear"		"SSA"			"EZ"
"Pite Saami"	"A generic verb for 'play', i.e. engage in recreational activity or participate in a game or a sport."	"play"	159	104	"ståhkåt"			7	"g"	"North Germanic"	"clear"		"Lagercrantz1939"			"EZ"
"North Saami"	"A generic verb for 'play', i.e. engage in recreational activity or participate in a game or a sport."	"play"	159	105	"speallat"			2	"b"	"North Germanic"	"clear"		"SSA"			"SSSg"
"North Saami"	"A generic verb for 'play', i.e. engage in recreational activity or participate in a game or a sport."	"play"	159	105	"stoahkat"			7	"g"	"North Germanic"	"clear"		"Lagercrantz1939"			"SSSg"
"Inari Saami"	"A generic verb for 'play', i.e. engage in recreational activity or participate in a game or a sport."	"play"	159	106	"le'ihasiđ"			1	"s"	"Finnic"	"clear"		"MH"			"InsSSk"
"Inari Saami"	"A generic verb for 'play', i.e. engage in recreational activity or participate in a game or a sport."	"play"	159	106	"spelliđ"			2	"b"	"North Germanic"	"clear"		"SSA"			"InsSSk"
"Inari Saami"	"A generic verb for 'play', i.e. engage in recreational activity or participate in a game or a sport."	"play"	159	106	"stookkađ"			7	"g"	"North Germanic"	"clear"		"MH"			"InsSSk"
"Skolt Saami"	"A generic verb for 'play', i.e. engage in recreational activity or participate in a game or a sport."	"play"	159	107	"siõrrâd"			8	"h"							"SKosSk"
"Kildin Saami"	"A generic verb for 'play', i.e. engage in recreational activity or participate in a game or a sport."	"play"	159	108	"sīrre"		"siːrːe"	8	"h"							"WOLD"
"Standard Finnish"	"A generic verb for 'play', i.e. engage in recreational activity or participate in a game or a sport."	"play"	159	203	"leikkiä"		"le̞jkːiæ"	1	"a"	"North Germanic"	"clear"	"Cf. late OSw, cf. Sw ""leka"" 'play'"	"SSA"			"JL"
"Standard Finnish"	"A generic verb for 'play', i.e. engage in recreational activity or participate in a game or a sport."	"play"	159	203	"pelata"		"pelɑt̪ɑ"	2	"q"	"North Germanic_or_Low German"	"possible"		"Bentlin2008, SSA"			"JL"
"Karelian Proper"	"A generic verb for 'play', i.e. engage in recreational activity or participate in a game or a sport."	"play"	159	204	"kisata"			3	"c"							"KKSV"
"Karelian Proper"	"A generic verb for 'play', i.e. engage in recreational activity or participate in a game or a sport."	"play"	159	204	"leikitä"			1	"r"	"Finnic"	"clear"	"Cf. Finnish ""leikkiä"" (< ""leikitä"")"	"SSA"			"KKSV"
"Veps"	"A generic verb for 'play', i.e. engage in recreational activity or participate in a game or a sport."	"play"	159	207	"väta"			4	"d"							"VVS"
"Ingrian"	"A generic verb for 'play', i.e. engage in recreational activity or participate in a game or a sport."	"play"	159	208	"pelaᴅa"	"pelaᴅa"	"pelɑd̥ɑ"	2	"q"	"North Germanic"	"clear"		"SSA"			"InkmSk"
"Ingrian"	"A generic verb for 'play', i.e. engage in recreational activity or participate in a game or a sport."	"play"	159	208	"tiukkā"	"tiukkā"	"tiukːɑː"	16	"p"							"InkmSk"
"Western Votic"	"A generic verb for 'play', i.e. engage in recreational activity or participate in a game or a sport."	"play"	159	209	"mäntšümä"	"mänčümä"	"mænʧymæ "	5	"e"							"VKJMS"
"Western Votic"	"A generic verb for 'play', i.e. engage in recreational activity or participate in a game or a sport."	"play"	159	209	"peлama"	"pelama"	"pelɑmɑ"	2	"q"	"North Germanic"	"clear"		"SSA"			"VKJMS"
"Standard Estonian"	"A generic verb for 'play', i.e. engage in recreational activity or participate in a game or a sport."	"play"	159	210	"mängida"		"mænkitɑ"	5	"e"							"SVSk"
"Võro South Estonian"	"A generic verb for 'play', i.e. engage in recreational activity or participate in a game or a sport."	"play"	159	211	"mäng'mä"			5	"e"							"VESr"
"Courland Livonian"	"A generic verb for 'play', i.e. engage in recreational activity or participate in a game or a sport."	"play"	159	212	"mäŋgə"			5	"e"							"LivWb"
"Erzya"	"A generic verb for 'play', i.e. engage in recreational activity or participate in a game or a sport."	"play"	159	301	"nalkśems"	"nalkśems"	"nɑlkɕems "	6	"f"							"MordWb"
"Meadow Mari"	"A generic verb for 'play', i.e. engage in recreational activity or participate in a game or a sport."	"play"	159	401	"moδam"	"moδam"	"moðɑm"	10	"j"							"SMSk, TscherWb"
"Komi-Zyrian"	"A generic verb for 'play', i.e. engage in recreational activity or participate in a game or a sport."	"play"	159	501	"vorsni̮"	"vorsni̮"	"vorsnɯ"	11	"k"							"SyrjWsch"
"Komi-Permyak"	"A generic verb for 'play', i.e. engage in recreational activity or participate in a game or a sport."	"play"	159	503	"orsni̮"	"orsni̮"	"orsnɯ"	11	"k"							"KoPRSl"
"Udmurt"	"A generic verb for 'play', i.e. engage in recreational activity or participate in a game or a sport."	"play"	159	504	"šudi̮ni̮"	"šudi̮ni̮"	"ʃudɯnɯ"	12	"l"							"WotjWsch"
"Hungarian"	"A generic verb for 'play', i.e. engage in recreational activity or participate in a game or a sport."	"play"	159	601	"játszik"		"jaːt͡sːik"	13	"m"			"Possibly from PFU *jukta- 'speak, tell'"				"FMSz"
"Sosva Mansi"	"A generic verb for 'play', i.e. engage in recreational activity or participate in a game or a sport."	"play"	159	701	"jonɣi"	"jonɣi"	"jonɣi"	14	"n"							"WogWb"
"Vakh-Vasyugan Khanty"	"A generic verb for 'play', i.e. engage in recreational activity or participate in a game or a sport."	"play"	159	807	"jăŋ(k)ka-"	"jăŋ, jăŋkka-"	"jɑ̆ŋ, jɑ̆ŋkːɑ- "	14	"n"							"DEWbOstj"
"Nganasan"	"A generic verb for 'play', i.e. engage in recreational activity or participate in a game or a sport."	"play"	159	901	"sanirśa"	"sanirśa"	"sɑnirɕɑ "	15	"o"						"Deriv. from ""sani"" 'toy'"	"SlNgaRus"
"Tundra Nenets"	"A generic verb for 'play', i.e. engage in recreational activity or participate in a game or a sport."	"play"	159	902	"syanako°"			15	"o"							"JurSWb"
"Selkup"	"A generic verb for 'play', i.e. engage in recreational activity or participate in a game or a sport."	"play"	159	907	"sāntər- ~ sānčər-"	"sāntər-, sānčər-"	"sɑːntər-, sɑːnʧər- "	15	"o"							"SolkWb"
"Proto-Uralic*"	"A generic verb for 'pull'."	"pull"	160	0	"[Not reconstructable]"			"?"	"?"							"UEW, Sam88"
"South Saami"	"A generic verb for 'pull'."	"pull"	160	101	"giesedh"			3	"c"							"NSsNdb"
"South Saami"	"A generic verb for 'pull'."	"pull"	160	101	"sigkedh"			14	"n"	"North Germanic"	"possible"		"Lagercrantz1939"			"NSsNdb"
"Ume Saami"	"A generic verb for 'pull'."	"pull"	160	102	"giesseet"			3	"c"							"WbWlap"
"Pite Saami"	"A generic verb for 'pull'."	"pull"	160	104	"giessit ~ giesset"			3	"c"							"EZ"
"North Saami"	"A generic verb for 'pull'."	"pull"	160	105	"geassit"			3	"c"							"SSSg"
"Inari Saami"	"A generic verb for 'pull'."	"pull"	160	106	"keessiđ"			3	"c"							"InsSSk"
"Skolt Saami"	"A generic verb for 'pull'."	"pull"	160	107	"ǩiẹʹssed"			3	"c"							"SKosSk"
"Kildin Saami"	"A generic verb for 'pull'."	"pull"	160	108	"kiess’e"		"kiesːʲe"	3	"c"							"WOLD"
"Standard Finnish"	"A generic verb for 'pull'."	"pull"	160	203	"vetää"		"ʋe̞t̪æː"	1	"a"	"Proto-Indo-European"	"probable"		"Koivulehto2001"			"JL"
"Karelian Proper"	"A generic verb for 'pull'."	"pull"	160	204	"veteä"			1	"a"	"Proto-Indo-European"	"probable"		"Koivulehto2001"			"KKSV"
"Veps"	"A generic verb for 'pull'."	"pull"	160	207	"vedada"			1	"a"	"Proto-Indo-European"	"probable"		"Koivulehto2001"			"VVS"
"Ingrian"	"A generic verb for 'pull'."	"pull"	160	208	"tassia"	"tassia"	"tɑsːiɑ"	15	"o"							"InkmSk"
"Ingrian"	"A generic verb for 'pull'."	"pull"	160	208	"temmaᴅa"	"temmaᴅa"	"temːɑd̥ɑ"	2	"b"	"Baltic"	"clear"		"EES"			"InkmSk"
"Ingrian"	"A generic verb for 'pull'."	"pull"	160	208	"vet̆tǟ"	"vet̆tǟ"	"vetˑæː"	1	"a"	"Proto-Indo-European"	"probable"		"Koivulehto2001"			"InkmSk"
"Western Votic"	"A generic verb for 'pull'."	"pull"	160	209	"te̮mpama"	"te̮mpama"	"tɤmpɑmɑ "	2	"b"	"Baltic"	"clear"		"EES"			"VKJMS"
"Western Votic"	"A generic verb for 'pull'."	"pull"	160	209	"vetämä"	"vetämä"	"vetæmæ"	1	"a"	"Proto-Indo-European"	"probable"		"Koivulehto2001"			"VKJMS"
"Standard Estonian"	"A generic verb for 'pull'."	"pull"	160	210	"tõmmata"		"tɤmːɑtːɑ"	2	"b"	"Baltic"	"clear"		"EES"			"SVSk"
"Standard Estonian"	"A generic verb for 'pull'."	"pull"	160	210	"vedada"		"vetɑtɑ"	1	"a"	"Proto-Indo-European"	"probable"		"Koivulehto2001"			"SVSk"
"Võro South Estonian"	"A generic verb for 'pull'."	"pull"	160	211	"tõmbama"			2	"b"	"Baltic"	"clear"		"EES"			"VESr"
"Courland Livonian"	"A generic verb for 'pull'."	"pull"	160	212	"vi̯eʾddə"			1	"a"	"Proto-Indo-European"	"probable"		"Koivulehto2001"			"LivWb"
"Erzya"	"A generic verb for 'pull'."	"pull"	160	301	"uskoms"	"uskoms"	"uskoms"	5	"e"							"MordWb"
"Meadow Mari"	"A generic verb for 'pull'."	"pull"	160	401	"šupšam"	"šupšam"	"ʃupʃɑm"	6	"f"							"SMSk, TscherWb"
"Komi-Zyrian"	"A generic verb for 'pull'."	"pull"	160	501	"ki̮ski̮ni̮"	"ki̮ski̮ni̮"	"kɯskɯnɯ "	7	"g"	"Western Uralic"	"possible"		"Saarikivi2018, Csúcs2005, KESK"			"SyrjWsch"
"Komi-Permyak"	"A generic verb for 'pull'."	"pull"	160	503	"ki̮ski̮ni̮"	"ki̮ski̮ni̮"	"kɯskɯnɯ "	7	"g"	"Western Uralic"	"possible"		"Saarikivi2018, Csúcs2005, KESK"			"KoPRSl"
"Udmurt"	"A generic verb for 'pull'."	"pull"	160	504	"ki̮ski̮ni̮"	"ki̮ski̮ni̮"	"kɯskɯnɯ "	7	"g"	"Western Uralic"	"possible"		"Saarikivi2018, Csúcs2005, KESK"			"WotjWsch"
"Hungarian"	"A generic verb for 'pull'."	"pull"	160	601	"húz"		"huːz"	8	"h"							"FMSz"
"Hungarian"	"A generic verb for 'pull'."	"pull"	160	601	"von"		"von"	9	"i"							"FMSz"
"Sosva Mansi"	"A generic verb for 'pull'."	"pull"	160	701	"χarti"	"χarti"	"χɑrti"	10	"j"							"WogWb"
"Vakh-Vasyugan Khanty"	"A generic verb for 'pull'."	"pull"	160	807	"täl-, tälil-"	"täl-, tälil-"	"tæl-, tælil- "	11	"k"							"DEWbOstj"
"Nganasan"	"A generic verb for 'pull'."	"pull"	160	901	"ńagəbti̮si̮, ńagiˀtəsi̮"	"ńagəbti̮si̮, ńagiˀtəsi̮"	"ɲɑgəbtɯsɯ, ɲɑgiʔtəsɯ "	16	"p"							"SlNgaRus"
"Tundra Nenets"	"A generic verb for 'pull'."	"pull"	160	902	"nekəlcy°"			13	"m"							"JurSWb"
"Selkup"	"A generic verb for 'pull'."	"pull"	160	907	"ǖ-"	"ǖ-"	"yː-"	12	"l"							"SolkWb"
"Proto-Uralic*"	"A generic verb for 'push'."	"push"	161	0	"[Not reconstructable]"			"?"	"?"						"PFU: *tekV-, *lükkä-"	"UEW, Sam88"
"South Saami"	"A generic verb for 'push'."	"push"	161	101	"dïelkestidh"			23	"w"							"NSsNdb"
"South Saami"	"A generic verb for 'push'."	"push"	161	101	"dïemtjestehtedh"			24	"x"							"NSsNdb"
"Ume Saami"	"A generic verb for 'push'."	"push"	161	102	"nahkèlit"			6	"f"							"WbWlap"
"Ume Saami"	"A generic verb for 'push'."	"push"	161	102	"nårˈdat"			7	"g"							"WbWlap"
"Pite Saami"	"A generic verb for 'push'."	"push"	161	104	"[Form not found]"			"?"	"?"							"EZ"
"North Saami"	"A generic verb for 'push'."	"push"	161	105	"hoigat"			5	"e"							"SSSg"
"Inari Saami"	"A generic verb for 'push'."	"push"	161	106	"nutkađ"			19	"s"							"InsSSk"
"Inari Saami"	"A generic verb for 'push'."	"push"	161	106	"saaččađ"			20	"t"							"InsSSk"
"Inari Saami"	"A generic verb for 'push'."	"push"	161	106	"uigadiđ"			5	"e"							"InsSSk"
"Skolt Saami"	"A generic verb for 'push'."	"push"	161	107	"oiʹǧǧeed"			5	"e"							"SKosSk"
"Kildin Saami"	"A generic verb for 'push'."	"push"	161	108	"ojjkje"		"ojːkje"	5	"e"							"WOLD"
"Standard Finnish"	"A generic verb for 'push'."	"push"	161	203	"työntää"		"t̪yø̞n̪t̪æː"	1	"a"							"JL"
"Karelian Proper"	"A generic verb for 'push'."	"push"	161	204	"tunkie"			2	"b"							"KKSV"
"Karelian Proper"	"A generic verb for 'push'."	"push"	161	204	"työnteä"			1	"a"							"KKSV"
